,Location,Attribute,Value,Year,Week
604,Nezperce / Craigmont,Barley_Feed,4.71,2020.0,46.0
605,Lewiston,Barley_Feed,5.23,2020.0,46.0
607,Rexburg / Ririe,Barley_Feed,15.0,2022.0,20.0
608,Idaho Falls,Barley_Feed,,2022.0,20.0
609,Blackfoot / Pocatello,Barley_Feed,,2022.0,20.0
610,Grace / Soda Springs,Barley_Feed,15.5,2022.0,20.0
611,Burley / Rupert,Barley_Feed,,2022.0,20.0
614,Meridian,Barley_Feed,12.5,2022.0,20.0
615,Nezperce / Craigmont,Barley_Feed,11.96,2022.0,20.0
616,Lewiston,Barley_Feed,12.48,2022.0,20.0
618,Rexburg / Ririe,Barley_Feed,12.0,2021.0,40.0
619,Idaho Falls,Barley_Feed,,2021.0,40.0
620,Blackfoot / Pocatello,Barley_Feed,,2021.0,40.0
621,Grace / Soda Springs,Barley_Feed,10.0,2021.0,40.0
622,Burley / Rupert,Barley_Feed,11.0,2021.0,40.0
625,Meridian,Barley_Feed,12.0,2021.0,40.0
626,Nezperce / Craigmont,Barley_Feed,10.21,2021.0,40.0
627,Lewiston,Barley_Feed,10.73,2021.0,40.0
629,Rexburg / Ririe,Barley_Feed,11.0,2021.0,19.0
630,Idaho Falls,Barley_Feed,,2021.0,19.0
631,Blackfoot / Pocatello,Barley_Feed,,2021.0,19.0
632,Grace / Soda Springs,Barley_Feed,8.0,2021.0,19.0
633,Burley / Rupert,Barley_Feed,9.25,2021.0,19.0
636,Meridian,Barley_Feed,12.0,2021.0,19.0
637,Nezperce / Craigmont,Barley_Feed,7.71,2021.0,19.0
638,Lewiston,Barley_Feed,8.23,2021.0,19.0
640,Rexburg / Ririe,Barley_Feed,12.0,2021.0,39.0
641,Idaho Falls,Barley_Feed,,2021.0,39.0
642,Blackfoot / Pocatello,Barley_Feed,,2021.0,39.0
643,Grace / Soda Springs,Barley_Feed,10.0,2021.0,39.0
644,Burley / Rupert,Barley_Feed,11.0,2021.0,39.0
647,Meridian,Barley_Feed,12.0,2021.0,39.0
648,Nezperce / Craigmont,Barley_Feed,10.21,2021.0,39.0
649,Lewiston,Barley_Feed,10.73,2021.0,39.0
651,Rexburg / Ririe,Barley_Feed,11.25,2021.0,30.0
652,Idaho Falls,Barley_Feed,,2021.0,30.0
653,Blackfoot / Pocatello,Barley_Feed,,2021.0,30.0
654,Grace / Soda Springs,Barley_Feed,8.0,2021.0,30.0
655,Burley / Rupert,Barley_Feed,10.75,2021.0,30.0
658,Meridian,Barley_Feed,12.0,2021.0,30.0
659,Nezperce / Craigmont,Barley_Feed,8.21,2021.0,30.0
660,Lewiston,Barley_Feed,8.73,2021.0,30.0
662,Rexburg / Ririe,Barley_Feed,12.5,2021.0,46.0
663,Idaho Falls,Barley_Feed,,2021.0,46.0
664,Blackfoot / Pocatello,Barley_Feed,,2021.0,46.0
665,Grace / Soda Springs,Barley_Feed,10.0,2021.0,46.0
666,Burley / Rupert,Barley_Feed,11.5,2021.0,46.0
669,Meridian,Barley_Feed,12.0,2021.0,46.0
670,Nezperce / Craigmont,Barley_Feed,10.71,2021.0,46.0
671,Lewiston,Barley_Feed,11.23,2021.0,46.0
673,Rexburg / Ririe,Barley_Feed,,2021.0,21.0
674,Idaho Falls,Barley_Feed,,2021.0,21.0
675,Blackfoot / Pocatello,Barley_Feed,,2021.0,21.0
676,Grace / Soda Springs,Barley_Feed,8.0,2021.0,21.0
677,Burley / Rupert,Barley_Feed,9.25,2021.0,21.0
680,Meridian,Barley_Feed,12.0,2021.0,21.0
681,Nezperce / Craigmont,Barley_Feed,7.71,2021.0,21.0
682,Lewiston,Barley_Feed,8.23,2021.0,21.0
684,Rexburg / Ririe,Barley_Feed,,2021.0,5.0
685,Idaho Falls,Barley_Feed,,2021.0,5.0
686,Blackfoot / Pocatello,Barley_Feed,,2021.0,5.0
687,Grace / Soda Springs,Barley_Feed,8.0,2021.0,5.0
688,Burley / Rupert,Barley_Feed,8.0,2021.0,5.0
691,Meridian,Barley_Feed,6.75,2021.0,5.0
692,Nezperce / Craigmont,Barley_Feed,5.21,2021.0,5.0
693,Lewiston,Barley_Feed,5.73,2021.0,5.0
695,Rexburg / Ririe,Barley_Feed,6.4,2021.0,13.0
696,Idaho Falls,Barley_Feed,,2021.0,13.0
697,Blackfoot / Pocatello,Barley_Feed,,2021.0,13.0
698,Grace / Soda Springs,Barley_Feed,8.0,2021.0,13.0
699,Burley / Rupert,Barley_Feed,9.0,2021.0,13.0
702,Meridian,Barley_Feed,9.0,2021.0,13.0
703,Nezperce / Craigmont,Barley_Feed,6.71,2021.0,13.0
704,Lewiston,Barley_Feed,7.23,2021.0,13.0
706,Rexburg / Ririe,Barley_Feed,,2022.0,40.0
707,Idaho Falls,Barley_Feed,,2022.0,40.0
708,Blackfoot / Pocatello,Barley_Feed,,2022.0,40.0
709,Grace / Soda Springs,Barley_Feed,12.75,2022.0,40.0
710,Burley / Rupert,Barley_Feed,,2022.0,40.0
713,Meridian,Barley_Feed,12.5,2022.0,40.0
714,Nezperce / Craigmont,Barley_Feed,10.21,2022.0,40.0
715,Lewiston,Barley_Feed,10.73,2022.0,40.0
716,Rexburg / Ririe,Barley_Feed,,2022.0,19.0
717,Idaho Falls,Barley_Feed,,2022.0,19.0
718,Blackfoot / Pocatello,Barley_Feed,,2022.0,19.0
719,Grace / Soda Springs,Barley_Feed,15.5,2022.0,19.0
720,Burley / Rupert,Barley_Feed,,2022.0,19.0
723,Meridian,Barley_Feed,12.5,2022.0,19.0
724,Nezperce / Craigmont,Barley_Feed,11.96,2022.0,19.0
725,Lewiston,Barley_Feed,12.48,2022.0,19.0
727,Rexburg / Ririe,Barley_Feed,12.5,2021.0,44.0
728,Idaho Falls,Barley_Feed,,2021.0,44.0
729,Blackfoot / Pocatello,Barley_Feed,,2021.0,44.0
730,Grace / Soda Springs,Barley_Feed,10.0,2021.0,44.0
731,Burley / Rupert,Barley_Feed,11.25,2021.0,44.0
734,Meridian,Barley_Feed,12.0,2021.0,44.0
735,Nezperce / Craigmont,Barley_Feed,10.21,2021.0,44.0
736,Lewiston,Barley_Feed,10.73,2021.0,44.0
738,Rexburg / Ririe,Barley_Feed,,2020.0,47.0
739,Idaho Falls,Barley_Feed,,2020.0,47.0
740,Blackfoot / Pocatello,Barley_Feed,,2020.0,47.0
741,Grace / Soda Springs,Barley_Feed,6.75,2020.0,47.0
742,Burley / Rupert,Barley_Feed,,2020.0,47.0
745,Nampa / Weiser,Barley_Feed,,2020.0,47.0
746,Nezperce / Craigmont,Barley_Feed,4.71,2020.0,47.0
747,Lewiston,Barley_Feed,5.23,2020.0,47.0
749,Rexburg / Ririe,Barley_Feed,13.0,2022.0,35.0
750,Idaho Falls,Barley_Feed,,2022.0,35.0
751,Blackfoot / Pocatello,Barley_Feed,,2022.0,35.0
752,Grace / Soda Springs,Barley_Feed,12.25,2022.0,35.0
753,Burley / Rupert,Barley_Feed,,2022.0,35.0
756,Meridian,Barley_Feed,12.5,2022.0,35.0
757,Nezperce / Craigmont,Barley_Feed,9.21,2022.0,35.0
758,Lewiston,Barley_Feed,9.73,2022.0,35.0
760,Rexburg / Ririe,Barley_Feed,12.0,2022.0,34.0
761,Idaho Falls,Barley_Feed,,2022.0,34.0
762,Blackfoot / Pocatello,Barley_Feed,,2022.0,34.0
763,Grace / Soda Springs,Barley_Feed,12.25,2022.0,34.0
764,Burley / Rupert,Barley_Feed,,2022.0,34.0
767,Meridian,Barley_Feed,12.5,2022.0,34.0
768,Nezperce / Craigmont,Barley_Feed,9.21,2022.0,34.0
769,Lewiston,Barley_Feed,9.73,2022.0,34.0
771,Rexburg / Ririe,Barley_Feed,12.0,2022.0,32.0
772,Idaho Falls,Barley_Feed,,2022.0,32.0
773,Blackfoot / Pocatello,Barley_Feed,,2022.0,32.0
774,Grace / Soda Springs,Barley_Feed,12.5,2022.0,32.0
775,Burley / Rupert,Barley_Feed,,2022.0,32.0
778,Meridian,Barley_Feed,12.5,2022.0,32.0
779,Nezperce / Craigmont,Barley_Feed,9.71,2022.0,32.0
780,Lewiston,Barley_Feed,10.23,2022.0,32.0
782,Rexburg / Ririe,Barley_Feed,14.0,2022.0,7.0
783,Idaho Falls,Barley_Feed,,2022.0,7.0
784,Blackfoot / Pocatello,Barley_Feed,,2022.0,7.0
785,Grace / Soda Springs,Barley_Feed,,2022.0,7.0
786,Burley / Rupert,Barley_Feed,12.0,2022.0,7.0
789,Meridian,Barley_Feed,12.0,2022.0,7.0
790,Nezperce / Craigmont,Barley_Feed,11.71,2022.0,7.0
791,Lewiston,Barley_Feed,12.23,2022.0,7.0
793,Rexburg / Ririe,Barley_Feed,14.0,2022.0,8.0
794,Idaho Falls,Barley_Feed,,2022.0,8.0
795,Blackfoot / Pocatello,Barley_Feed,,2022.0,8.0
796,Grace / Soda Springs,Barley_Feed,15.0,2022.0,8.0
797,Burley / Rupert,Barley_Feed,,2022.0,8.0
800,Meridian,Barley_Feed,12.0,2022.0,8.0
801,Nezperce / Craigmont,Barley_Feed,11.71,2022.0,8.0
802,Lewiston,Barley_Feed,12.23,2022.0,8.0
804,Rexburg / Ririe,Barley_Feed,6.5,2021.0,10.0
805,Idaho Falls,Barley_Feed,,2021.0,10.0
806,Blackfoot / Pocatello,Barley_Feed,,2021.0,10.0
807,Grace / Soda Springs,Barley_Feed,8.0,2021.0,10.0
808,Burley / Rupert,Barley_Feed,8.5,2021.0,10.0
811,Meridian,Barley_Feed,6.75,2021.0,10.0
812,Nezperce / Craigmont,Barley_Feed,6.21,2021.0,10.0
813,Lewiston,Barley_Feed,6.73,2021.0,10.0
815,Rexburg / Ririe,Barley_Feed,,2022.0,4.0
816,Idaho Falls,Barley_Feed,,2022.0,4.0
817,Blackfoot / Pocatello,Barley_Feed,,2022.0,4.0
818,Grace / Soda Springs,Barley_Feed,14.75,2022.0,4.0
819,Burley / Rupert,Barley_Feed,11.5,2022.0,4.0
822,Meridian,Barley_Feed,12.0,2022.0,4.0
823,Nezperce / Craigmont,Barley_Feed,11.21,2022.0,4.0
824,Lewiston,Barley_Feed,11.73,2022.0,4.0
826,Rexburg / Ririe,Barley_Feed,,2021.0,6.0
827,Idaho Falls,Barley_Feed,,2021.0,6.0
828,Blackfoot / Pocatello,Barley_Feed,,2021.0,6.0
829,Grace / Soda Springs,Barley_Feed,8.0,2021.0,6.0
830,Burley / Rupert,Barley_Feed,8.25,2021.0,6.0
833,Meridian,Barley_Feed,6.75,2021.0,6.0
834,Nezperce / Craigmont,Barley_Feed,5.21,2021.0,6.0
835,Lewiston,Barley_Feed,5.73,2021.0,6.0
837,Rexburg / Ririe,Barley_Feed,6.75,2021.0,3.0
838,Idaho Falls,Barley_Feed,,2021.0,3.0
839,Blackfoot / Pocatello,Barley_Feed,,2021.0,3.0
840,Grace / Soda Springs,Barley_Feed,6.75,2021.0,3.0
841,Burley / Rupert,Barley_Feed,7.75,2021.0,3.0
844,Meridian,Barley_Feed,6.75,2021.0,3.0
845,Nezperce / Craigmont,Barley_Feed,4.96,2021.0,3.0
846,Lewiston,Barley_Feed,5.48,2021.0,3.0
848,Rexburg / Ririe,Barley_Feed,8.75,2021.0,11.0
849,Idaho Falls,Barley_Feed,,2021.0,11.0
850,Blackfoot / Pocatello,Barley_Feed,,2021.0,11.0
851,Grace / Soda Springs,Barley_Feed,8.0,2021.0,11.0
852,Burley / Rupert,Barley_Feed,9.0,2021.0,11.0
855,Meridian,Barley_Feed,6.75,2021.0,11.0
856,Nezperce / Craigmont,Barley_Feed,6.71,2021.0,11.0
857,Lewiston,Barley_Feed,7.23,2021.0,11.0
859,Rexburg / Ririe,Barley_Feed,,2023.0,1.0
860,Idaho Falls,Barley_Feed,,2023.0,1.0
861,Blackfoot / Pocatello,Barley_Feed,,2023.0,1.0
862,Grace / Soda Springs,Barley_Feed,13.35,2023.0,1.0
863,Burley / Rupert,Barley_Feed,,2023.0,1.0
866,Meridian,Barley_Feed,12.5,2023.0,1.0
867,Nezperce / Craigmont,Barley_Feed,10.46,2023.0,1.0
868,Lewiston,Barley_Feed,10.98,2023.0,1.0
869,Rexburg / Ririe,Barley_Feed,14.5,2022.0,26.0
870,Idaho Falls,Barley_Feed,,2022.0,26.0
871,Blackfoot / Pocatello,Barley_Feed,,2022.0,26.0
872,Grace / Soda Springs,Barley_Feed,14.25,2022.0,26.0
873,Burley / Rupert,Barley_Feed,,2022.0,26.0
876,Meridian,Barley_Feed,12.5,2022.0,26.0
877,Nezperce / Craigmont,Barley_Feed,,2022.0,26.0
878,Lewiston,Barley_Feed,,2022.0,26.0
880,Rexburg / Ririe,Barley_Feed,,2021.0,4.0
881,Idaho Falls,Barley_Feed,,2021.0,4.0
882,Blackfoot / Pocatello,Barley_Feed,,2021.0,4.0
883,Grace / Soda Springs,Barley_Feed,6.75,2021.0,4.0
884,Burley / Rupert,Barley_Feed,7.75,2021.0,4.0
887,Meridian,Barley_Feed,6.75,2021.0,4.0
888,Nezperce / Craigmont,Barley_Feed,4.96,2021.0,4.0
889,Lewiston,Barley_Feed,5.48,2021.0,4.0
891,Rexburg / Ririe,Barley_Feed,13.5,2022.0,37.0
892,Idaho Falls,Barley_Feed,,2022.0,37.0
893,Blackfoot / Pocatello,Barley_Feed,,2022.0,37.0
894,Grace / Soda Springs,Barley_Feed,12.25,2022.0,37.0
895,Burley / Rupert,Barley_Feed,,2022.0,37.0
898,Meridian,Barley_Feed,12.5,2022.0,37.0
899,Nezperce / Craigmont,Barley_Feed,10.21,2022.0,37.0
900,Lewiston,Barley_Feed,10.73,2022.0,37.0
902,Rexburg / Ririe,Barley_Feed,,2022.0,6.0
903,Idaho Falls,Barley_Feed,,2022.0,6.0
904,Blackfoot / Pocatello,Barley_Feed,,2022.0,6.0
905,Grace / Soda Springs,Barley_Feed,15.0,2022.0,6.0
906,Burley / Rupert,Barley_Feed,11.25,2022.0,6.0
909,Meridian,Barley_Feed,12.0,2022.0,6.0
910,Nezperce / Craigmont,Barley_Feed,10.71,2022.0,6.0
911,Lewiston,Barley_Feed,11.23,2022.0,6.0
913,Rexburg / Ririe,Barley_Feed,,2022.0,1.0
914,Idaho Falls,Barley_Feed,,2022.0,1.0
915,Blackfoot / Pocatello,Barley_Feed,,2022.0,1.0
916,Grace / Soda Springs,Barley_Feed,13.0,2022.0,1.0
917,Burley / Rupert,Barley_Feed,11.75,2022.0,1.0
920,Meridian,Barley_Feed,12.0,2022.0,1.0
921,Nezperce / Craigmont,Barley_Feed,11.21,2022.0,1.0
922,Lewiston,Barley_Feed,11.73,2022.0,1.0
924,Rexburg / Ririe,Barley_Feed,6.25,2020.0,42.0
925,Idaho Falls,Barley_Feed,,2020.0,42.0
926,Blackfoot / Pocatello,Barley_Feed,,2020.0,42.0
927,Grace / Soda Springs,Barley_Feed,6.5,2020.0,42.0
928,Burley / Rupert,Barley_Feed,,2020.0,42.0
931,Nampa / Weiser,Barley_Feed,,2020.0,42.0
932,Nezperce / Craigmont,Barley_Feed,4.71,2020.0,42.0
933,Lewiston,Barley_Feed,5.23,2020.0,42.0
935,Rexburg / Ririe,Barley_Feed,,2022.0,5.0
936,Idaho Falls,Barley_Feed,,2022.0,5.0
937,Blackfoot / Pocatello,Barley_Feed,,2022.0,5.0
938,Grace / Soda Springs,Barley_Feed,,2022.0,5.0
939,Burley / Rupert,Barley_Feed,11.25,2022.0,5.0
942,Meridian,Barley_Feed,12.0,2022.0,5.0
943,Nezperce / Craigmont,Barley_Feed,10.71,2022.0,5.0
944,Lewiston,Barley_Feed,11.23,2022.0,5.0
946,Rexburg / Ririe,Barley_Feed,10.5,2021.0,24.0
947,Idaho Falls,Barley_Feed,,2021.0,24.0
948,Blackfoot / Pocatello,Barley_Feed,,2021.0,24.0
949,Grace / Soda Springs,Barley_Feed,8.0,2021.0,24.0
950,Burley / Rupert,Barley_Feed,9.5,2021.0,24.0
953,Meridian,Barley_Feed,12.0,2021.0,24.0
954,Nezperce / Craigmont,Barley_Feed,8.21,2021.0,24.0
955,Lewiston,Barley_Feed,8.73,2021.0,24.0
957,Rexburg / Ririe,Barley_Feed,12.5,2021.0,43.0
958,Idaho Falls,Barley_Feed,,2021.0,43.0
959,Blackfoot / Pocatello,Barley_Feed,,2021.0,43.0
960,Grace / Soda Springs,Barley_Feed,10.0,2021.0,43.0
961,Burley / Rupert,Barley_Feed,11.0,2021.0,43.0
964,Meridian,Barley_Feed,12.0,2021.0,43.0
965,Nezperce / Craigmont,Barley_Feed,10.21,2021.0,43.0
966,Lewiston,Barley_Feed,10.73,2021.0,43.0
979,Rexburg / Ririe,Barley_Feed,14.75,2022.0,14.0
980,Idaho Falls,Barley_Feed,,2022.0,14.0
981,Blackfoot / Pocatello,Barley_Feed,,2022.0,14.0
982,Grace / Soda Springs,Barley_Feed,14.75,2022.0,14.0
983,Burley / Rupert,Barley_Feed,,2022.0,14.0
986,Meridian,Barley_Feed,12.5,2022.0,14.0
987,Nezperce / Craigmont,Barley_Feed,11.71,2022.0,14.0
988,Lewiston,Barley_Feed,12.23,2022.0,14.0
990,Rexburg / Ririe,Barley_Feed,14.0,2022.0,44.0
991,Idaho Falls,Barley_Feed,,2022.0,44.0
992,Blackfoot / Pocatello,Barley_Feed,,2022.0,44.0
993,Grace / Soda Springs,Barley_Feed,13.25,2022.0,44.0
994,Burley / Rupert,Barley_Feed,,2022.0,44.0
997,Meridian,Barley_Feed,,2022.0,44.0
998,Nezperce / Craigmont,Barley_Feed,9.71,2022.0,44.0
999,Lewiston,Barley_Feed,10.23,2022.0,44.0
1000,Rexburg / Ririe,Barley_Feed,9.25,2021.0,17.0
1001,Idaho Falls,Barley_Feed,,2021.0,17.0
1002,Blackfoot / Pocatello,Barley_Feed,,2021.0,17.0
1003,Grace / Soda Springs,Barley_Feed,8.0,2021.0,17.0
1004,Burley / Rupert,Barley_Feed,9.25,2021.0,17.0
1007,Meridian,Barley_Feed,9.0,2021.0,17.0
1008,Nezperce / Craigmont,Barley_Feed,6.71,2021.0,17.0
1009,Lewiston,Barley_Feed,7.23,2021.0,17.0
1011,Rexburg / Ririe,Barley_Feed,14.75,2022.0,13.0
1012,Idaho Falls,Barley_Feed,,2022.0,13.0
1013,Blackfoot / Pocatello,Barley_Feed,,2022.0,13.0
1014,Grace / Soda Springs,Barley_Feed,14.75,2022.0,13.0
1015,Burley / Rupert,Barley_Feed,,2022.0,13.0
1018,Meridian,Barley_Feed,12.5,2022.0,13.0
1019,Nezperce / Craigmont,Barley_Feed,11.71,2022.0,13.0
1020,Lewiston,Barley_Feed,12.23,2022.0,13.0
1022,Rexburg / Ririe,Barley_Feed,,2021.0,20.0
1023,Idaho Falls,Barley_Feed,,2021.0,20.0
1024,Blackfoot / Pocatello,Barley_Feed,,2021.0,20.0
1025,Grace / Soda Springs,Barley_Feed,8.0,2021.0,20.0
1026,Burley / Rupert,Barley_Feed,9.25,2021.0,20.0
1029,Meridian,Barley_Feed,12.0,2021.0,20.0
1030,Nezperce / Craigmont,Barley_Feed,7.71,2021.0,20.0
1031,Lewiston,Barley_Feed,8.23,2021.0,20.0
1044,Rexburg / Ririe,Barley_Feed,9.25,2021.0,16.0
1045,Idaho Falls,Barley_Feed,,2021.0,16.0
1046,Blackfoot / Pocatello,Barley_Feed,,2021.0,16.0
1047,Grace / Soda Springs,Barley_Feed,8.0,2021.0,16.0
1048,Burley / Rupert,Barley_Feed,,2021.0,16.0
1051,Meridian,Barley_Feed,9.0,2021.0,16.0
1052,Nezperce / Craigmont,Barley_Feed,6.71,2021.0,16.0
1053,Lewiston,Barley_Feed,7.23,2021.0,16.0
1055,Rexburg / Ririe,Barley_Feed,14.75,2022.0,17.0
1056,Idaho Falls,Barley_Feed,,2022.0,17.0
1057,Blackfoot / Pocatello,Barley_Feed,,2022.0,17.0
1058,Grace / Soda Springs,Barley_Feed,15.5,2022.0,17.0
1059,Burley / Rupert,Barley_Feed,,2022.0,17.0
1062,Meridian,Barley_Feed,12.5,2022.0,17.0
1063,Nezperce / Craigmont,Barley_Feed,11.71,2022.0,17.0
1064,Lewiston,Barley_Feed,12.23,2022.0,17.0
1066,Rexburg / Ririe,Barley_Feed,,2020.0,43.0
1067,Idaho Falls,Barley_Feed,,2020.0,43.0
1068,Blackfoot / Pocatello,Barley_Feed,,2020.0,43.0
1069,Grace / Soda Springs,Barley_Feed,6.5,2020.0,43.0
1070,Burley / Rupert,Barley_Feed,,2020.0,43.0
1073,Nampa / Weiser,Barley_Feed,,2020.0,43.0
1074,Nezperce / Craigmont,Barley_Feed,4.71,2020.0,43.0
1075,Lewiston,Barley_Feed,5.23,2020.0,43.0
1077,Rexburg / Ririe,Barley_Feed,,2022.0,18.0
1078,Idaho Falls,Barley_Feed,,2022.0,18.0
1079,Blackfoot / Pocatello,Barley_Feed,,2022.0,18.0
1080,Grace / Soda Springs,Barley_Feed,15.5,2022.0,18.0
1081,Burley / Rupert,Barley_Feed,,2022.0,18.0
1084,Meridian,Barley_Feed,12.5,2022.0,18.0
1085,Nezperce / Craigmont,Barley_Feed,11.96,2022.0,18.0
1086,Lewiston,Barley_Feed,12.48,2022.0,18.0
1088,Rexburg / Ririe,Malting,,2022.0,48.0
1089,Idaho Falls,Malting,,2022.0,48.0
1090,Blackfoot / Pocatello,Malting,11.5,2022.0,48.0
1091,Grace / Soda Springs,Malting,,2022.0,48.0
1092,Burley / Rupert,Malting,,2022.0,48.0
1095,Meridian,Malting,,2022.0,48.0
1096,Nezperce / Craigmont,Malting,,2022.0,48.0
1097,Lewiston,Malting,,2022.0,48.0
1098,Rexburg / Ririe,Malting,,2021.0,33.0
1099,Idaho Falls,Malting,,2021.0,33.0
1100,Blackfoot / Pocatello,Malting,11.5,2021.0,33.0
1101,Grace / Soda Springs,Malting,,2021.0,33.0
1102,Burley / Rupert,Malting,,2021.0,33.0
1105,Meridian,Malting,,2021.0,33.0
1106,Nezperce / Craigmont,Malting,,2021.0,33.0
1107,Lewiston,Malting,,2021.0,33.0
1109,Rexburg / Ririe,Malting,,2022.0,11.0
1110,Idaho Falls,Malting,,2022.0,11.0
1111,Blackfoot / Pocatello,Malting,11.5,2022.0,11.0
1112,Grace / Soda Springs,Malting,,2022.0,11.0
1113,Burley / Rupert,Malting,,2022.0,11.0
1116,Meridian,Malting,,2022.0,11.0
1117,Nezperce / Craigmont,Malting,,2022.0,11.0
1118,Lewiston,Malting,,2022.0,11.0
1120,Rexburg / Ririe,Malting,,2021.0,49.0
1121,Idaho Falls,Malting,,2021.0,49.0
1122,Blackfoot / Pocatello,Malting,11.5,2021.0,49.0
1123,Grace / Soda Springs,Malting,,2021.0,49.0
1124,Burley / Rupert,Malting,,2021.0,49.0
1127,Meridian,Malting,,2021.0,49.0
1128,Nezperce / Craigmont,Malting,,2021.0,49.0
1129,Lewiston,Malting,,2021.0,49.0
1131,Rexburg / Ririe,Malting,,2020.0,44.0
1132,Idaho Falls,Malting,,2020.0,44.0
1133,Blackfoot / Pocatello,Malting,7.06,2020.0,44.0
1134,Grace / Soda Springs,Malting,,2020.0,44.0
1135,Burley / Rupert,Malting,,2020.0,44.0
1138,Nampa / Weiser,Malting,,2020.0,44.0
1139,Nezperce / Craigmont,Malting,,2020.0,44.0
1140,Lewiston,Malting,,2020.0,44.0
1142,Rexburg / Ririe,Malting,,2021.0,34.0
1143,Idaho Falls,Malting,,2021.0,34.0
1144,Blackfoot / Pocatello,Malting,11.5,2021.0,34.0
1145,Grace / Soda Springs,Malting,,2021.0,34.0
1146,Burley / Rupert,Malting,,2021.0,34.0
1149,Meridian,Malting,,2021.0,34.0
1150,Nezperce / Craigmont,Malting,,2021.0,34.0
1151,Lewiston,Malting,,2021.0,34.0
1153,Rexburg / Ririe,Malting,,2022.0,2.0
1154,Idaho Falls,Malting,,2022.0,2.0
1155,Blackfoot / Pocatello,Malting,11.5,2022.0,2.0
1156,Grace / Soda Springs,Malting,,2022.0,2.0
1157,Burley / Rupert,Malting,,2022.0,2.0
1160,Meridian,Malting,,2022.0,2.0
1161,Nezperce / Craigmont,Malting,,2022.0,2.0
1162,Lewiston,Malting,,2022.0,2.0
1164,Rexburg / Ririe,Malting,,2021.0,32.0
1165,Idaho Falls,Malting,,2021.0,32.0
1166,Blackfoot / Pocatello,Malting,11.5,2021.0,32.0
1167,Grace / Soda Springs,Malting,,2021.0,32.0
1168,Burley / Rupert,Malting,,2021.0,32.0
1171,Meridian,Malting,,2021.0,32.0
1172,Nezperce / Craigmont,Malting,,2021.0,32.0
1173,Lewiston,Malting,,2021.0,32.0
1175,Rexburg / Ririe,Malting,,2022.0,33.0
1176,Idaho Falls,Malting,,2022.0,33.0
1177,Blackfoot / Pocatello,Malting,11.5,2022.0,33.0
1178,Grace / Soda Springs,Malting,,2022.0,33.0
1179,Burley / Rupert,Malting,,2022.0,33.0
1182,Meridian,Malting,,2022.0,33.0
1183,Nezperce / Craigmont,Malting,,2022.0,33.0
1184,Lewiston,Malting,,2022.0,33.0
1186,Rexburg / Ririe,Malting,,2022.0,49.0
1187,Idaho Falls,Malting,,2022.0,49.0
1188,Blackfoot / Pocatello,Malting,11.5,2022.0,49.0
1189,Grace / Soda Springs,Malting,,2022.0,49.0
1190,Burley / Rupert,Malting,,2022.0,49.0
1193,Meridian,Malting,,2022.0,49.0
1194,Nezperce / Craigmont,Malting,,2022.0,49.0
1195,Lewiston,Malting,,2022.0,49.0
1196,Rexburg / Ririe,Malting,,2020.0,49.0
1197,Idaho Falls,Malting,,2020.0,49.0
1198,Blackfoot / Pocatello,Malting,7.06,2020.0,49.0
1199,Grace / Soda Springs,Malting,,2020.0,49.0
1200,Burley / Rupert,Malting,,2020.0,49.0
1203,Nampa / Weiser,Malting,,2020.0,49.0
1204,Nezperce / Craigmont,Malting,,2020.0,49.0
1205,Lewiston,Malting,,2020.0,49.0
1207,Rexburg / Ririe,Malting,,2020.0,45.0
1208,Idaho Falls,Malting,,2020.0,45.0
1209,Blackfoot / Pocatello,Malting,7.06,2020.0,45.0
1210,Grace / Soda Springs,Malting,,2020.0,45.0
1211,Burley / Rupert,Malting,,2020.0,45.0
1214,Nampa / Weiser,Malting,,2020.0,45.0
1215,Nezperce / Craigmont,Malting,,2020.0,45.0
1216,Lewiston,Malting,,2020.0,45.0
1218,Rexburg / Ririe,Malting,,2022.0,29.0
1219,Idaho Falls,Malting,,2022.0,29.0
1220,Blackfoot / Pocatello,Malting,11.5,2022.0,29.0
1221,Grace / Soda Springs,Malting,,2022.0,29.0
1222,Burley / Rupert,Malting,,2022.0,29.0
1225,Meridian,Malting,,2022.0,29.0
1226,Nezperce / Craigmont,Malting,,2022.0,29.0
1227,Lewiston,Malting,,2022.0,29.0
1229,Rexburg / Ririe,Malting,,2022.0,45.0
1230,Idaho Falls,Malting,,2022.0,45.0
1231,Blackfoot / Pocatello,Malting,11.5,2022.0,45.0
1232,Grace / Soda Springs,Malting,,2022.0,45.0
1233,Burley / Rupert,Malting,,2022.0,45.0
1236,Meridian,Malting,,2022.0,45.0
1237,Nezperce / Craigmont,Malting,,2022.0,45.0
1238,Lewiston,Malting,,2022.0,45.0
1239,Rexburg / Ririe,Malting,,2022.0,51.0
1240,Idaho Falls,Malting,,2022.0,51.0
1241,Blackfoot / Pocatello,Malting,11.5,2022.0,51.0
1242,Grace / Soda Springs,Malting,,2022.0,51.0
1243,Burley / Rupert,Malting,,2022.0,51.0
1246,Meridian,Malting,,2022.0,51.0
1247,Nezperce / Craigmont,Malting,,2022.0,51.0
1248,Lewiston,Malting,,2022.0,51.0
1249,Rexburg / Ririe,Malting,,2021.0,28.0
1250,Idaho Falls,Malting,,2021.0,28.0
1251,Blackfoot / Pocatello,Malting,7.62,2021.0,28.0
1252,Grace / Soda Springs,Malting,,2021.0,28.0
